Gene_ID,Corrected p-value,p-value,FCAbsolute,regulation,Symbol,Definition
3990168|269695,0.002746128,5.47E-04,29.660334,up,Tmem118,"Mus musculus transmembrane protein 118 (Tmem118), mRNA."
620167|105349,7.89E-04,8.86E-06,379.17902,up,Akr1c18,"Mus musculus aldo-keto reductase family 1, member C18 (Akr1c18), mRNA."
4900097|72193,0.002002198,1.08E-04,2.456408,up,Sfrs2ip,"Mus musculus splicing factor, arginine/serine-rich 2, interacting protein (Sfrs2ip), mRNA."
3840110,0.006515454,0.001458141,3.3433132,down,Ctsh,
4230477,0.003139498,6.36E-04,7.399077,up,2210418G03Rik,
1190328|70333,0.002533668,5.01E-04,4.1335106,up,Cd3eap,"Mus musculus CD3E antigen, epsilon polypeptide associated protein (Cd3eap), mRNA."
"510767,4890762,2260451|380842",0.048240718,0.014802826,9.3101635,down,Gm1574,"Mus musculus gene model 1574, (NCBI) (Gm1574), mRNA."
"7550458,6330273|69069",0.016541393,0.004232646,4.3104897,up,1810011H11Rik,"PREDICTED: Mus musculus RIKEN cDNA 1810011H11 gene, transcript variant 4 (1810011H11Rik), mRNA."
"4540220,2600296,4730682,4670220|99375",0.04544545,0.013749198,2.2256513,down,Cul4a,"Mus musculus cullin 4A (Cul4a), mRNA."
2450646,0.048386283,0.014860092,2.1112664,down,Akl3l-pending,
7650468|78894,0.002002198,7.37E-05,15.593184,down,Aacs,"Mus musculus acetoacetyl-CoA synthetase (Aacs), mRNA."
3870372|104732,4.13E-05,1.07E-07,88.59202,up,4930427A07Rik,"Mus musculus RIKEN cDNA 4930427A07 gene (4930427A07Rik), mRNA."
2320181,0.009771569,0.002312362,4.3611712,down,A330042I21Rik,
6040369|668047,0.017470833,0.004507813,3.2474046,down,LOC668047,"PREDICTED: Mus musculus similar to ring finger protein 170 (LOC668047), mRNA."
"5490470,770315|66667",0.002925253,5.87E-04,15.892453,up,Hspbap1,"Mus musculus Hspb associated protein 1 (Hspbap1), mRNA."
4120392|57247,0.002872741,5.75E-04,3.0195818,down,Zfp276,"Mus musculus zinc finger protein (C2H2 type) 276 (Zfp276), mRNA."
3850129|14862,0.002002198,4.08E-05,3.9959152,down,Gstm1,"Mus musculus glutathione S-transferase, mu 1 (Gstm1), mRNA."
1980470|67475,0.002002198,2.93E-04,6.612473,down,Ero1lb,"Mus musculus ERO1-like beta (S. cerevisiae) (Ero1lb), mRNA."
"580484,1110300,4540315|22276",0.016201505,0.004128766,3.434988,down,Uros,"Mus musculus uroporphyrinogen III synthase (Uros), mRNA."
"3610470,1050750|19330",7.36E-04,7.93E-06,2.2324743,down,Rab18,"Mus musculus RAB18, member RAS oncogene family (Rab18), mRNA."
"4040376,4760092,1470626|103149",0.003514911,7.22E-04,6.729127,down,Upb1,"Mus musculus ureidopropionase, beta (Upb1), mRNA."
940487|13998,0.01482241,0.003713428,2.9467523,down,Fgd6,"Mus musculus FYVE, RhoGEF and PH domain containing 6 (Fgd6), mRNA."
2600255,3.45E-04,2.36E-06,2.6901302,up,Rps5,
"1940669,4670056|15212",0.002002198,2.83E-04,3.4457242,up,Hexb,"Mus musculus hexosaminidase B (Hexb), mRNA."
1710239|16438,0.004082591,8.54E-04,2.287537,down,Itpr1,"Mus musculus inositol 1,4,5-triphosphate receptor 1 (Itpr1), mRNA."
7330482|66438,0.002002198,4.89E-05,21.31828,down,Hamp2,"Mus musculus hepcidin antimicrobial peptide 2 (Hamp2), mRNA."
2510348|67458,0.003052538,6.16E-04,2.4438186,up,Ergic1,"Mus musculus endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 (Ergic1), mRNA."
5870743|229861,0.026517104,0.00732337,12.960862,down,Gm567,"PREDICTED: Mus musculus gene model 567, (NCBI) (Gm567), mRNA."
1070452|21924,0.022433441,0.006026468,13.933869,up,Tnnc1,"Mus musculus troponin C, cardiac/slow skeletal (Tnnc1), mRNA."
"5310132,7400086|11546",0.007396228,0.001680504,2.8257158,up,Parp2,"Mus musculus poly (ADP-ribose) polymerase family, member 2 (Parp2), mRNA."
"4760259,7610678|12846",0.031304803,0.008894162,3.32223,down,Comt,"Mus musculus catechol-O-methyltransferase (Comt), mRNA."
"1500192,4900360,3460632|74094",0.029721683,0.008368708,2.2239506,up,Tjap1,"Mus musculus tight junction associated protein 1 (Tjap1), mRNA."
6560593,0.008146083,0.001877744,3.775527,down,1500003O03Rik,
5310110|68917,0.004953628,0.001064184,3.2846804,down,Hint2,"Mus musculus histidine triad nucleotide binding protein 2 (Hint2), mRNA."
7570544|22083,0.010463321,0.002496038,3.0665529,up,Ctr9,"Mus musculus Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) (Ctr9), mRNA."
"5270025,4920215|17912",5.79E-04,5.20E-06,7.623122,down,Myo1b,"Mus musculus myosin IB (Myo1b), mRNA."
6380131|77609,0.04547932,0.013767338,27.1213,down,C330001K17Rik,"Mus musculus RIKEN cDNA C330001K17 gene (C330001K17Rik), mRNA."
4830601,0.03182394,0.009064672,8.165973,up,LOC385133,
4490017|21355,0.003307966,6.74E-04,6.7976007,down,Tap2,"Mus musculus transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) (Tap2), mRNA."
7160039,0.005573332,0.001216789,2.0655477,down,C230095J06Rik,
6550452|545487,0.028188419,0.007858703,2.0836287,up,LOC545487,"PREDICTED: Mus musculus similar to ribosomal protein L27a-like (LOC545487), mRNA."
6860446|74477,0.003536628,7.26E-04,2.02154,up,4933427D14Rik,"Mus musculus RIKEN cDNA 4933427D14 gene (4933427D14Rik), mRNA."
2070347,0.002002198,2.51E-04,3.9514637,down,0610031G08Rik,
4780528|235674,0.002002198,3.67E-04,21.066305,down,Acaa1b,"Mus musculus acetyl-Coenzyme A acyltransferase 1B (Acaa1b), mRNA."
1010148,0.027429694,0.007611616,11.62892,down,Nf1,
2340139|74637,0.006145419,0.001361994,17.031162,down,Shpk,"Mus musculus sedoheptulokinase (Shpk), mRNA."
2810377,0.002002198,5.86E-05,99.58957,down,LOC382862,
1690369,0.002325887,4.56E-04,2.6399095,down,Ppp2r5e,
2060326,0.0172054,0.004427403,3.2052457,down,Lamp2,
670632|327951,0.035055563,0.010147423,2.8879278,down,Cyb5d1,"Mus musculus cytochrome b5 domain containing 1 (Cyb5d1), mRNA."
"5340072,1980138,7000278,2470465|17242",0.002002198,4.67E-05,62.42996,up,Mdk,"Mus musculus midkine (Mdk), transcript variant 1, mRNA.///Mus musculus midkine (Mdk), transcript variant 2, mRNA.///Mus musculus midkine (Mdk), transcript variant 3, mRNA."
5390056|66614,0.024986118,0.00682353,2.7005396,up,Gpatch4,"Mus musculus G patch domain containing 4 (Gpatch4), mRNA."
3310138|394435,0.044439636,0.013387044,5.6095386,down,Ugt1a6b,"Mus musculus UDP glucuronosyltransferase 1 family, polypeptide A6B (Ugt1a6b), mRNA."
20491|71743,0.010911108,0.002623691,2.5619643,down,Coasy,"Mus musculus Coenzyme A synthase (Coasy), nuclear gene encoding mitochondrial protein, mRNA."
150500,0.002002198,1.18E-04,14.39669,up,A230005G17Rik,
"1450037,5960086|72844",6.41E-04,6.23E-06,17.194965,up,Kctd17,"Mus musculus potassium channel tetramerisation domain containing 17 (Kctd17), mRNA."
5900646|76892,0.002002198,2.31E-04,4.0923285,down,0610013E23Rik,"Mus musculus RIKEN cDNA 0610013E23 gene (0610013E23Rik), mRNA."
6250184|68255,0.002002198,1.79E-04,6.4704885,down,Tmem86b,"Mus musculus transmembrane protein 86B (Tmem86b), mRNA."
4280687|258617,0.013987195,0.003472217,5.0624356,down,Olfr356,"Mus musculus olfactory receptor 356 (Olfr356), mRNA."
3830343,0.044818163,0.013512741,25.232634,down,4631416L12Rik,
4890400|233724,0.02181053,0.005828845,5.0877213,down,Tmem41b,"Mus musculus transmembrane protein 41B (Tmem41b), mRNA."
"1820070,4220593,1690059,1260372,2850050,6550300|81877",0.03409403,0.009817801,5.041345,down,Tnxb,"Mus musculus tenascin XB (Tnxb), mRNA."
"150220,6420209,2710379|12335",0.026477251,0.007310408,2.6120684,down,Capn3,"Mus musculus calpain 3 (Capn3), mRNA."
"6840487,5290465|18209",0.013470826,0.003328834,3.9853544,down,Ntn2l,"Mus musculus netrin 2-like (chicken) (Ntn2l), mRNA."
270341|13723,0.048037447,0.014720996,3.0979252,up,Emb,"Mus musculus embigin (Emb), mRNA."
2360193|100045677,0.006506273,0.001455898,78.67064,up,LOC100045677,"PREDICTED: Mus musculus similar to DNA replication licensing factor MCM3 (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (LOC100045677), misc RNA."
1690537|11674,0.002002198,1.01E-04,9.789175,up,Aldoa,"Mus musculus aldolase A, fructose-bisphosphate (Aldoa), mRNA."
"2710739,4260148|23972",0.002198189,4.28E-04,14.225344,down,Papss2,"Mus musculus 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (Papss2), mRNA."
50424,0.031606384,0.008995389,3.0932517,up,4632408A20Rik,
"6200543,2510414|72502",0.024018014,0.006521627,2.441832,down,Cwf19l1,"Mus musculus CWF19-like 1, cell cycle control (S. pombe) (Cwf19l1), mRNA."
6280725,0.006197168,0.001374718,3.2814279,down,1110070O15Rik,
5860348|14085,0.034445465,0.009936939,2.4667456,down,Fah,"Mus musculus fumarylacetoacetate hydrolase (Fah), mRNA."
7330504|54648,0.008106319,0.001867406,11.767397,up,Ccdc120,"Mus musculus coiled-coil domain containing 120 (Ccdc120), mRNA."
430181|69581,0.02064172,0.005472073,2.540137,down,Rhou,"Mus musculus ras homolog gene family, member U (Rhou), mRNA."
160040,0.004108379,8.60E-04,2.4729803,up,A930005G04Rik,
4250528,0.003553361,7.30E-04,23.171957,up,2010005E20Rik,
5910370,0.002671334,5.31E-04,3.8588371,up,LOC383775,
6560427|13542,0.035901573,0.010439052,2.2752368,down,Dvl1,"Mus musculus dishevelled, dsh homolog 1 (Drosophila) (Dvl1), mRNA."
3400270|69071,0.004793007,0.001022606,3.4833496,up,Tmem97,"Mus musculus transmembrane protein 97 (Tmem97), mRNA."
6590743,0.002002198,1.62E-04,57.589066,up,Ask-pending,
"7570554,5220491,3460070|71340",7.22E-04,7.64E-06,3.5966275,up,Riok1,"Mus musculus RIO kinase 1 (yeast) (Riok1), mRNA."
6480465,0.001115391,1.50E-05,9.739874,up,6820406G21Rik,
"5870047,5870692|263406",0.004172582,8.75E-04,2.5073788,up,Plekhg3,"Mus musculus pleckstrin homology domain containing, family G (with RhoGef domain) member 3 (Plekhg3), mRNA."
5720364|73670,0.002002198,3.56E-04,14.82357,down,Defb30,"Mus musculus defensin beta 30 (Defb30), mRNA."
"3890176,5910195|69672",8.05E-04,9.19E-06,2.284996,down,Txndc15,"Mus musculus thioredoxin domain containing 15 (Txndc15), mRNA."
830632|246256,0.003541837,7.28E-04,7.0176,up,Fcgr4,"Mus musculus Fc receptor, IgG, low affinity IV (Fcgr4), mRNA."
2760671|68044,0.006485415,0.001450105,4.075098,down,Chac2,"Mus musculus ChaC, cation transport regulator homolog 2 (E. coli) (Chac2), mRNA."
3420746|100273,0.007443921,0.00169414,2.3107803,down,Osbpl9,"Mus musculus oxysterol binding protein-like 9 (Osbpl9), transcript variant 2, mRNA."
6380039,0.002002198,3.88E-05,3.7626722,up,LOC329076,
"4200296,5290639|240263",0.006213001,0.001379668,2.3310127,up,Fem1c,"Mus musculus fem-1 homolog c (C.elegans) (Fem1c), mRNA."
"4250048,360471|234736",0.010654187,0.002550868,2.4287243,up,Rfwd3,"Mus musculus ring finger and WD repeat domain 3 (Rfwd3), mRNA."
6060484|258573,0.047330085,0.014464519,9.296731,up,Olfr1020,"Mus musculus olfactory receptor 1020 (Olfr1020), mRNA."
6100487|17089,0.007468826,0.001701354,4.363498,up,Lyar,"Mus musculus Ly1 antibody reactive clone (Lyar), mRNA."
5870754|212647,0.025946287,0.007136036,2.0990906,down,Aldh4a1,"Mus musculus aldehyde dehydrogenase 4 family, member A1 (Aldh4a1), nuclear gene encoding mitochondrial protein, mRNA."
780504,0.002002198,1.69E-04,2.1677608,up,Nde1,
4850324,0.00234777,4.60E-04,88.78789,up,1190002F15Rik,
6480075,0.006092088,0.001347707,3.7841659,down,Prkg1,
6370367|107817,0.002002198,2.15E-04,3.934792,up,Jmjd6,"Mus musculus jumonji domain containing 6 (Jmjd6), mRNA."
3190669,0.01568733,0.003970051,5.7900443,up,LOC383897,
1340279,0.019158706,0.005017611,301.83347,down,Dsg1c,
6400348|20133,0.01126343,0.00271786,5.260079,up,Rrm1,"Mus musculus ribonucleotide reductase M1 (Rrm1), mRNA."
"240450,6290326|319176",0.002002198,3.33E-04,4.3786654,up,Hist2h2ac,"Mus musculus histone cluster 2, H2ac (Hist2h2ac), mRNA."
4850465,0.002002198,2.44E-04,2.3380697,up,2900057D21Rik,
6770471,0.008888315,0.002072492,4.204975,down,C130065N10Rik,
6980397,2.43E-04,1.23E-06,587.9566,up,Kifc1,
2100370,0.002002198,5.07E-05,10.249094,up,A430091O22Rik,
1230435|20533,0.012146075,0.002957898,126.791466,up,Slc4a1,"Mus musculus solute carrier family 4 (anion exchanger), member 1 (Slc4a1), mRNA."
"1170746,1110095,3800601|17828",0.002030764,3.91E-04,2.1256332,down,Muted,"Mus musculus muted (Muted), mRNA."
3780441|330216,0.003440184,7.04E-04,4.268235,up,BC038925,"Mus musculus cDNA sequence BC038925 (BC038925), mRNA."
"3940435,1230672|74761",0.016528206,0.004227801,2.8810492,up,Mxra8,"Mus musculus matrix-remodelling associated 8 (Mxra8), mRNA."
5260487,0.007952102,0.001827789,210.02197,down,Saa1,
"2680300,6060575|53315",0.005297654,0.001148359,3.236499,down,Sult1d1,"Mus musculus sulfotransferase family 1D, member 1 (Sult1d1), mRNA."
"1170762,4730088,4490286|110052",0.016049508,0.00408446,2.1289346,up,Dek,"Mus musculus DEK oncogene (DNA binding) (Dek), mRNA."
4120398,0.04867974,0.014976409,2.54986,up,AI847670,
10192,2.88E-04,1.75E-06,8.2748995,down,D130046C19Rik,
1500717|100048076,7.30E-04,7.77E-06,2.1949732,up,LOC100048076,"PREDICTED: Mus musculus similar to MAD homolog 4 (Drosophila), transcript variant 1 (LOC100048076), mRNA."
4220079|73124,0.025817487,0.007094637,2.7122083,down,Golim4,"Mus musculus golgi integral membrane protein 4 (Golim4), mRNA."
540411|57444,7.01E-04,7.17E-06,25.597649,up,Isg20,"Mus musculus interferon-stimulated protein (Isg20), mRNA."
7650593,0.024797363,0.006763374,16.227545,up,1700023F06Rik,
"3520553,3440392|18392",0.012798139,0.003138538,33.688972,up,Orc1l,"Mus musculus origin recognition complex, subunit 1-like (S.cereviaiae) (Orc1l), transcript variant A, mRNA."
4780128|19736,0.019805612,0.005208302,5.0683956,up,Rgs4,"Mus musculus regulator of G-protein signaling 4 (Rgs4), mRNA."
"7050706,2100538,5570435|17841",0.015378239,0.003879817,1904.4312,down,Mup2,"Mus musculus major urinary protein 2 (Mup2), transcript variant 1, mRNA."
2000451|27078,0.040200014,0.011927355,4.635216,up,B9d1,"Mus musculus B9 protein domain 1 (B9d1), mRNA."
4040491|56292,0.011699414,0.002835924,2.677545,up,Ard1a,"Mus musculus ARD1 homolog A, N-acetyltransferase (S. cerevisiae) (Ard1a), mRNA."
110576|52637,0.003807669,7.91E-04,4.064471,down,Cisd1,"Mus musculus CDGSH iron sulfur domain 1 (Cisd1), mRNA."
3870242,0.00961746,0.002269773,260.84363,up,Chi3l3,
2370044,0.008588852,0.00199223,2.0216408,down,scl0002223.1_98,
3360270|12865,0.005072012,0.001093284,7.5037665,up,Cox7a1,"Mus musculus cytochrome c oxidase, subunit VIIa 1 (Cox7a1), mRNA."
"6020497,3360400,6840692|50883",0.02169446,0.00579406,4.535811,up,Chek2,"Mus musculus CHK2 checkpoint homolog (S. pombe) (Chek2), mRNA."
780224|237222,0.035819795,0.010405947,6.0953465,up,Ofd1,"Mus musculus oral-facial-digital syndrome 1 gene homolog (human) (Ofd1), mRNA."
6900440|170812,0.023478942,0.006354197,88.32222,up,Eraf,"Mus musculus erythroid associated factor (Eraf), mRNA."
"6520594,1500148,1780719|29870",0.002002198,7.21E-05,40.54496,up,Gtse1,"Mus musculus G two S phase expressed protein 1 (Gtse1), mRNA."
"6940598,7320270|228061",0.025588905,0.00702294,2.2075863,up,Agps,"Mus musculus alkylglycerone phosphate synthase (Agps), mRNA."
6980343|668631,0.001412182,2.25E-05,52.104866,down,LOC668631,"PREDICTED: Mus musculus hypothetical protein LOC668631 (LOC668631), mRNA."
5890615,0.006499672,0.001454233,2.3609276,up,Blvra,
"3400079,3450082|54519",0.027206255,0.007536873,10.374608,up,Apbb1ip,"Mus musculus amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein (Apbb1ip), mRNA."
4610291|11973,0.005228958,0.001132409,2.0643919,up,Atp6v1e1,"Mus musculus ATPase, H+ transporting, lysosomal V1 subunit E1 (Atp6v1e1), mRNA."
3180291,0.022440445,0.006030947,4.533003,up,2310045L10Rik,
6940753|93674,1.40E-05,3.01E-08,250.35957,down,Cml3,"Mus musculus camello-like 3 (Cml3), transcript variant 2, mRNA."
2940706|106564,0.002002198,1.01E-04,3.3229623,down,Ppcs,"Mus musculus phosphopantothenoylcysteine synthetase (Ppcs), mRNA."
7210129|93757,0.002002198,8.06E-05,2.637302,down,Immp2l,"Mus musculus IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae) (Immp2l), nuclear gene encoding mitochondrial protein, mRNA."
"5050754,6330376|70458",0.04610579,0.014014335,2.3324735,up,2610318N02Rik,"Mus musculus RIKEN cDNA 2610318N02 gene (2610318N02Rik), mRNA."
"1980079,670377,4220482|105837",0.016692549,0.004277565,4.4864507,up,Mtbp,"Mus musculus Mdm2, transformed 3T3 cell double minute p53 binding protein (Mtbp), mRNA."
2000307|22696,0.03720917,0.010903302,3.6589067,up,Zfp37,"Mus musculus zinc finger protein 37 (Zfp37), mRNA."
150270,0.010103765,0.002400912,2.387082,up,9430081H08Rik,
830553|23801,0.002002198,9.90E-05,26.386269,up,Aloxe3,"Mus musculus arachidonate lipoxygenase 3 (Aloxe3), mRNA."
3870768|232430,0.03298996,0.009448336,4.1839943,down,Crebl2,"Mus musculus cAMP responsive element binding protein-like 2 (Crebl2), mRNA."
"4560670,6590450|50784",0.045840155,0.01390707,2.7601643,up,Ppap2c,"Mus musculus phosphatidic acid phosphatase type 2c (Ppap2c), mRNA."
2360594|632667,0.002002198,1.91E-04,5.5374017,up,LOC632667,"PREDICTED: Mus musculus similar to PNG protein (LOC632667), mRNA."
4040639|434204,0.003897587,8.11E-04,3.7579498,down,Whdc1,"Mus musculus WAS protein homology region 2 domain containing 1 (Whdc1), mRNA."
5310564|627317,0.002002198,2.73E-04,3.1876345,up,LOC627317,"PREDICTED: Mus musculus similar to ribosomal protein L11 (LOC627317), misc RNA."
5550369,0.003577669,7.36E-04,8.729926,down,Rnase4,
"6550431,3940504,6580148|67894",0.002002198,2.12E-04,2.4963968,down,1810055E12Rik,"Mus musculus RIKEN cDNA 1810055E12 gene (1810055E12Rik), mRNA."
5050470|234796,0.00934233,0.002192679,10.931459,down,Klhl36,"Mus musculus kelch-like 36 (Drosophila) (Klhl36), mRNA."
1110121,0.024627192,0.006708411,9.362465,up,Rttn,
670170,0.00170978,3.03E-05,49.164368,up,Rttn,
3780386|21785,0.026517104,0.007323713,4.0437884,down,Tff2,"Mus musculus trefoil factor 2 (spasmolytic protein 1) (Tff2), mRNA."
"830195,3180324,4060603,3060066|71755",0.002049936,3.95E-04,5.7633796,down,Dhdh,"Mus musculus dihydrodiol dehydrogenase (dimeric) (Dhdh), mRNA."
5550634,0.003417857,6.99E-04,19.128284,down,A130021C14Rik,
6770626|54120,0.003771107,7.81E-04,173.5889,up,Gipc2,"Mus musculus GIPC PDZ domain containing family, member 2 (Gipc2), mRNA."
6220132,0.004637049,9.85E-04,172.41881,down,AI987712,
5220373|16330,0.01115088,0.002687476,2.460537,down,Inpp5b,"Mus musculus inositol polyphosphate-5-phosphatase B (Inpp5b), nuclear gene encoding mitochondrial protein, mRNA."
"10113,6060639|50912",0.022277469,0.005976835,2.27788,up,Exosc10,"Mus musculus exosome component 10 (Exosc10), mRNA."
4730050|16523,0.018196806,0.004725684,5.8079057,up,Kcnj8,"Mus musculus potassium inwardly-rectifying channel, subfamily J, member 8 (Kcnj8), mRNA."
870634|107173,0.004623881,9.82E-04,3.3608346,down,Gpr137,"Mus musculus G protein-coupled receptor 137 (Gpr137), mRNA."
7150482,0.002002198,3.08E-04,6.6959896,up,4930438D12Rik,
4590253,0.03491355,0.010099245,14.2864685,up,1200008N06Rik,
1010167,0.014193671,0.003532193,2.299488,up,Uqcrb,
6020020,0.020577,0.005450372,3.5776699,up,4833425P12Rik,
5220021,0.048105355,0.014747373,10.703563,down,8430427C03Rik,
3780022|59054,0.027161367,0.007521295,2.2266862,up,Mrps30,"Mus musculus mitochondrial ribosomal protein S30 (Mrps30), nuclear gene encoding mitochondrial protein, mRNA."
"150291,6370047|319161",0.00741173,0.001684545,5.2117367,up,Hist1h4m,"Mus musculus histone cluster 1, H4m (Hist1h4m), mRNA."
5130221|68041,1.72E-04,7.55E-07,12.130167,down,Mid1ip1,"Mus musculus Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)) (Mid1ip1), mRNA."
2470730,0.006435806,0.001436778,70.84155,up,2810417K24Rik,
"2190328,5080280|226791",0.011547726,0.002796148,2.3005345,down,Lyplal1,"Mus musculus lysophospholipase-like 1 (Lyplal1), mRNA."
6330338|12294,0.003417365,6.99E-04,4.880679,up,Cacna2d3,"Mus musculus calcium channel, voltage-dependent, alpha2/delta subunit 3 (Cacna2d3), mRNA."
3800066,0.001228189,1.77E-05,3.3978589,up,LOC381046,
5700689|14160,0.045980856,0.013965718,27.309568,down,Lgr5,"Mus musculus leucine rich repeat containing G protein coupled receptor 5 (Lgr5), mRNA."
2350132|12259,0.004687861,9.98E-04,3.162401,up,C1qa,"Mus musculus complement component 1, q subcomponent, alpha polypeptide (C1qa), mRNA."
3170397|100045967,0.002002198,5.07E-05,4.177919,up,LOC100045967,"PREDICTED: Mus musculus hypothetical protein LOC100045967 (LOC100045967), misc RNA."
3830022|67678,0.01651411,0.004223717,5.1599627,up,Lsm3,"Mus musculus LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) (Lsm3), mRNA."
"2480605,4880022,2350097,4070619|50850",0.011373803,0.002747125,2.1411183,down,Spast,"Mus musculus spastin (Spast), mRNA."
5080575|20287,0.002385597,4.68E-04,5.605115,up,Sct,"Mus musculus secretin (Sct), mRNA."
6250458|209361,0.0068425,0.001539845,3.0659754,up,Taf3,"Mus musculus TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor (Taf3), mRNA."
